Order_ID,Customer_ID,Customer_Name,Customer_Age,Gender,City,State,Pin_Code,Product_ID,Product_Name,Category,Brand,Price,Quantity,Total_Amount,Payment_Method,Order_Status,Order_Date,Delivery_Date,Review_Rating
AMZ-53175,CUST-7527,Netra Yadav,18,F,Bally,Goa,124416,PID-8388,Fruits,Groceries,Ramakrishnan Ltd,210.27,2,420.54,Paytm,Delivered,2024-10-14,2024-10-21,5.0
AMZ-91198,CUST-6166,Ishita Batra,28,M,Morena,Nagaland,738227,PID-3337,Jeans,Fashion,Dube Group,2628.63,4,10514.52,Paytm,Returned,2024-01-26,2024-02-01,
AMZ-70830,CUST-4590,Daksh Zachariah,20,M,Aurangabad,Chhattisgarh,668675,PID-5426,Jeans,Fashion,"Agrawal, Kulkarni and Badami",1275.61,2,2551.22,Credit Card,Delivered,2024-01-09,2024-01-12,3.0
AMZ-81338,CUST-4824,Harsh Kothari,31,F,Medininagar,Goa,016743,PID-8518,Shampoo,Beauty & Personal Care,Gole Inc,613.14,5,3065.7,UPI,Processing,2023-02-24,2023-02-25,
AMZ-62773,CUST-1254,Wriddhish Char,55,F,Haridwar,Sikkim,820203,PID-5330,T-Shirt,Fashion,Gill and Sons,2046.77,2,4093.54,UPI,Shipped,2023-06-28,2023-07-01,
AMZ-35218,CUST-5074,Rehaan Wadhwa,45,F,Buxar,Maharashtra,445863,PID-8382,Laptop,Electronics,Dada-Iyengar,88251.5,5,441257.5,Paytm,Delivered,2023-05-03,2023-05-09,1.0
AMZ-87159,CUST-5013,Gaurangi Lala,27,F,Gurgaon,Manipur,181175,PID-3517,Headphones,Electronics,Ramakrishnan LLC,6295.82,5,31479.1,Cash on Delivery,Processing,2024-06-09,2024-06-12,
AMZ-41459,CUST-3753,Nimrat Lad,36,M,Madurai,Nagaland,603435,PID-4373,Bluetooth Speaker,Electronics,"Dave, Bahl and Bhatti",9040.86,2,18081.72,Credit Card,Shipped,2024-03-20,2024-03-24,
AMZ-70391,CUST-1982,Zayan Wable,23,M,Tiruppur,Andhra Pradesh,245439,PID-8201,Face Wash,Beauty & Personal Care,"Prabhakar, Seth and Ram",451.03,4,1804.12,Debit Card,Processing,2023-01-27,2023-02-02,
AMZ-44812,CUST-8824,Gaurika Borra,55,M,Kishanganj,Jharkhand,482998,PID-5905,Jeans,Fashion,Goel-Khanna,1366.83,4,5467.32,Credit Card,Delivered,2024-01-22,2024-01-28,1.0
AMZ-23599,CUST-6973,Warjas Bhardwaj,33,M,Madanapalle,Telangana,127803,PID-6368,Saree,Fashion,"Dugar, Kashyap and Mandal",3756.56,1,3756.56,Net Banking,Delivered,2024-12-23,2024-12-25,1.0
AMZ-58557,CUST-1488,Nathan Bora,46,M,Muzaffarnagar,Kerala,853523,PID-3781,Vegetables,Groceries,Rao-Verma,142.62,5,713.1,Debit Card,Returned,2023-12-13,,
AMZ-90369,CUST-6171,Yatin Hayre,49,M,Sambhal,Gujarat,690406,PID-9435,Notebook,Books & Stationery,Murthy-Dhar,30.58,3,91.74,Net Banking,Shipped,2023-02-03,,
AMZ-49108,CUST-3462,Dakshesh Guha,59,F,Bhagalpur,Meghalaya,799619,PID-2863,Diary,Books & Stationery,"Raj, Zacharia and Sane",321.33,4,1285.32,Credit Card,Delivered,2023-01-08,,5.0
AMZ-95294,CUST-1436,Lajita Deol,43,M,Hazaribagh,Madhya Pradesh,434549,PID-6534,Notebook,Books & Stationery,Deo-Mohanty,104.61,5,523.05,UPI,Delivered,2023-12-12,2023-12-19,3.0
AMZ-22313,CUST-2404,Brijesh Reddy,55,F,Nadiad,Gujarat,917624,PID-9751,Fan,Home Appliances,"Bumb, Parekh and Cheema",6244.41,5,31222.05,Paytm,Shipped,2023-12-15,2023-12-18,
AMZ-91297,CUST-3803,Maanav Mander,44,M,Kirari Suleman Nagar,Assam,708618,PID-1178,Exam Guide,Books & Stationery,Nagi-Bhatnagar,1015.43,2,2030.86,Paytm,Delivered,2023-12-03,2023-12-10,4.0
AMZ-10809,CUST-3586,Hemangini Menon,52,M,Machilipatnam,Kerala,445446,PID-5022,Smartwatch,Electronics,"Sodhi, Amble and Saran",5132.23,3,15396.69,Paytm,Shipped,2024-01-06,,
AMZ-39893,CUST-2096,Aishani Boase,54,M,Mysore,Kerala,522096,PID-7503,Refrigerator,Home Appliances,"Barad, Kulkarni and Bhatt",54756.28,3,164268.84,UPI,Delivered,2023-12-19,,2.0
AMZ-27153,CUST-3281,Omaja Sen,53,M,Allahabad,Tripura,432964,PID-4045,Saree,Fashion,Devan-Vohra,7162.83,2,14325.66,Net Banking,Shipped,2023-02-21,,
AMZ-97158,CUST-8607,Odika Upadhyay,48,F,Belgaum,Andhra Pradesh,964420,PID-8133,Jeans,Fashion,"Sarkar, Dasgupta and Bhatti",1107.18,3,3321.54,Credit Card,Delivered,2023-06-28,2023-06-30,
AMZ-88536,CUST-7507,Hemal Sachdev,33,M,Shimla,Sikkim,690976,PID-2664,Jeans,Fashion,Kapoor Group,833.84,1,833.84,Paytm,Delivered,2024-03-30,,1.0
AMZ-89304,CUST-1759,Waida Krishnamurthy,45,F,Karaikudi,Andhra Pradesh,812079,PID-2173,Exam Guide,Books & Stationery,Chand-Manne,1150.6,1,1150.6,Cash on Delivery,Delivered,2024-10-23,2024-10-26,5.0
AMZ-85351,CUST-6861,Rehaan Jaggi,61,M,Rohtak,Arunachal Pradesh,720382,PID-4840,Fan,Home Appliances,Lall-Soman,4241.57,1,4241.57,Net Banking,Delivered,2024-02-04,2024-02-08,5.0
AMZ-59802,CUST-5930,Wyatt Subramaniam,46,F,Udupi,Manipur,691159,PID-1520,Microwave,Home Appliances,Kulkarni-Uppal,4019.05,4,16076.2,Debit Card,Delivered,2023-11-24,2023-11-27,3.0
AMZ-91833,CUST-4711,Yutika Walla,38,M,Parbhani,Mizoram,715310,PID-9946,Bluetooth Speaker,Electronics,Ramesh and Sons,2627.31,3,7881.93,Debit Card,Shipped,2024-01-19,2024-01-23,
AMZ-26349,CUST-9939,Yagnesh Gala,38,M,Secunderabad,Maharashtra,884098,PID-3335,Smartwatch,Electronics,Kala-Garde,12560.95,3,37682.85,Cash on Delivery,Delivered,2024-03-11,2024-03-13,2.0
AMZ-37630,CUST-3228,Nihal Sarma,20,F,Amravati,Rajasthan,150615,PID-1570,Vegetables,Groceries,"Ganesan, Dugar and Sethi",194.12,2,388.24,Net Banking,Shipped,2024-09-12,2024-09-17,
AMZ-20174,CUST-8547,Umang Peri,54,M,Bhavnagar,Telangana,804852,PID-8768,Smartphone,Electronics,Tata-Palla,32017.87,2,64035.74,Paytm,Shipped,2024-03-16,2024-03-22,
AMZ-38793,CUST-7447,Ojas Dhawan,19,M,Asansol,Goa,549579,PID-3531,Jeans,Fashion,"Mukhopadhyay, Yogi and Seth",3612.17,1,3612.17,Debit Card,Delivered,2023-12-14,2023-12-18,1.0
AMZ-72128,CUST-8481,Jason Kar,37,F,Panipat,Rajasthan,015413,PID-5641,Exam Guide,Books & Stationery,"Upadhyay, Minhas and Anne",488.59,3,1465.77,Paytm,Delivered,2023-06-28,2023-07-01,3.0
AMZ-80442,CUST-8049,Gaurang Modi,49,M,Vijayawada,Kerala,754550,PID-9956,Saree,Fashion,"Hayre, Vala and Sachdeva",2490.38,5,12451.9,Credit Card,Delivered,2023-03-08,2023-03-11,3.0
AMZ-74540,CUST-7894,Chakrika Handa,21,M,Farrukhabad,Sikkim,498119,PID-9498,Laptop,Electronics,Aggarwal Inc,65187.09,5,325935.45,Paytm,Shipped,2023-02-14,2023-02-18,
AMZ-77127,CUST-4907,Vansha Dugal,54,M,Hosur,Chhattisgarh,125484,PID-4831,Shampoo,Beauty & Personal Care,Sampath-Shukla,569.86,2,1139.72,Net Banking,Returned,2024-04-16,,
AMZ-57221,CUST-3795,Ishaan Chad,18,F,Hubli–Dharwad,Nagaland,049525,PID-9029,Notebook,Books & Stationery,Kari LLC,133.67,5,668.35,Credit Card,Delivered,2024-01-24,,4.0
AMZ-14540,CUST-8199,Oscar Gola,58,M,Saharsa,Assam,200241,PID-6062,Sneakers,Fashion,Seth Ltd,2482.53,4,9930.12,Paytm,Delivered,2023-12-23,2023-12-26,4.0
AMZ-92110,CUST-1509,Fiyaz Vaidya,41,M,Sangli-Miraj & Kupwad,Arunachal Pradesh,858461,PID-2588,Smartphone,Electronics,"Date, Morar and Sunder",59241.54,2,118483.08,Net Banking,Delivered,2024-10-08,2024-10-15,4.0
AMZ-20151,CUST-6783,Gautami Bandi,32,M,Medininagar,Mizoram,230197,PID-3032,Rice,Groceries,Bassi-Dugar,964.07,4,3856.28,Debit Card,Returned,2023-04-20,2023-04-23,
AMZ-33578,CUST-5106,Aarnav Hora,63,F,Gudivada,Karnataka,928662,PID-3847,Smartphone,Electronics,Kakar and Sons,22061.11,1,22061.11,Cash on Delivery,Processing,2023-09-12,,
AMZ-38165,CUST-3257,Janaki Nigam,30,M,Bhagalpur,Rajasthan,421513,PID-5746,Geyser,Home Appliances,Date Group,4371.85,3,13115.55,Net Banking,Delivered,2023-11-20,2023-11-24,2.0
AMZ-60632,CUST-6452,Pranit Bava,31,F,Arrah,Uttar Pradesh,336607,PID-5761,Face Wash,Beauty & Personal Care,"Ravel, Roy and Singh",477.32,4,1909.28,Cash on Delivery,Delivered,2023-07-01,,4.0
AMZ-92005,CUST-1721,Simon Majumdar,57,F,Bhalswa Jahangir Pur,Telangana,631764,PID-3285,Smartwatch,Electronics,Chakrabarti-Shenoy,12245.66,4,48982.64,Net Banking,Delivered,2023-03-11,,3.0
AMZ-61501,CUST-9344,Dhriti Zachariah,34,M,Bihar Sharif,Mizoram,163517,PID-5513,Notebook,Books & Stationery,Banik LLC,145.57,1,145.57,UPI,Returned,2024-10-10,2024-10-15,
AMZ-83312,CUST-4090,Dayamai Chowdhury,36,F,Dehri,Himachal Pradesh,541805,PID-3609,Laptop,Electronics,Krishna and Sons,63637.22,3,190911.66,Net Banking,Returned,2023-04-03,,
AMZ-81685,CUST-7288,Samaksh Contractor,62,F,Firozabad,Assam,562902,PID-3225,Perfume,Beauty & Personal Care,Chand Group,6747.33,2,13494.66,Credit Card,Shipped,2024-10-22,2024-10-29,
AMZ-18186,CUST-6876,Vinaya Ahuja,26,M,Ratlam,Bihar,243715,PID-3895,Shampoo,Beauty & Personal Care,Soman-Parsa,617.64,3,1852.92,Net Banking,Cancelled,2024-11-15,2024-11-20,
AMZ-12297,CUST-3974,Sanaya Sami,33,M,Baranagar,Himachal Pradesh,735626,PID-8594,Milk,Groceries,"Bava, Kar and Vohra",81.77,2,163.54,UPI,Delivered,2024-10-21,2024-10-25,5.0
AMZ-86868,CUST-7764,Ikshita Krishnan,22,F,Aurangabad,Tamil Nadu,737178,PID-6000,T-Shirt,Fashion,"Sarkar, Kothari and Ramakrishnan",2726.23,4,10904.92,Paytm,Delivered,2024-02-28,2024-03-06,
AMZ-43094,CUST-5334,Krish Karnik,27,F,Muzaffarpur,Tamil Nadu,664400,PID-6683,Smartphone,Electronics,Randhawa PLC,34526.31,1,34526.31,Net Banking,Delivered,2023-01-02,2023-01-03,5.0
AMZ-30613,CUST-4092,Balendra Joshi,27,F,Purnia,West Bengal,038942,PID-7595,Jeans,Fashion,"Bandi, Kuruvilla and Bali",3252.16,3,9756.48,Cash on Delivery,Delivered,2024-01-09,2024-01-14,3.0
AMZ-92911,CUST-4882,Arya Mukhopadhyay,19,F,Gorakhpur,Meghalaya,573971,PID-4316,Laptop,Electronics,Ghosh-Taneja,39083.2,5,195416.0,Paytm,Delivered,2023-07-12,,2.0
AMZ-51159,CUST-4083,Zayyan Narang,18,M,Udaipur,Punjab,505184,PID-3484,T-Shirt,Fashion,Dugal Ltd,1790.41,3,5371.23,Debit Card,Delivered,2024-01-16,2024-01-18,2.0
AMZ-64879,CUST-1469,Gabriel Saxena,59,M,Mysore,Karnataka,932692,PID-3796,Vegetables,Groceries,"Mall, Sharaf and Mutti",206.34,2,412.68,Net Banking,Returned,2023-10-06,2023-10-11,
AMZ-71110,CUST-1799,Sathvik Dugar,27,F,Siwan,Haryana,293303,PID-6527,Smartwatch,Electronics,Bandi-Varkey,11622.59,1,11622.59,Credit Card,Shipped,2023-08-26,2023-08-28,
AMZ-95938,CUST-8990,Hredhaan Pant,59,F,Malda,Meghalaya,371903,PID-2820,Geyser,Home Appliances,Varkey-Bala,21228.94,1,21228.94,UPI,Delivered,2023-03-08,2023-03-12,1.0
AMZ-87477,CUST-5428,Yutika Rai,35,M,Maheshtala,Jharkhand,036225,PID-7833,Vegetables,Groceries,Basak-Ravel,470.12,2,940.24,Net Banking,Delivered,2024-01-26,2024-02-01,2.0
AMZ-46888,CUST-4581,Oni Venkataraman,48,F,Pune,Uttar Pradesh,641862,PID-1615,Laptop,Electronics,Sura Ltd,85273.19,4,341092.76,Net Banking,Delivered,2024-06-03,2024-06-09,4.0
AMZ-99532,CUST-1595,Rohan Dugal,31,F,Pimpri-Chinchwad,Manipur,754595,PID-7256,Notebook,Books & Stationery,Nigam Inc,94.61,1,94.61,Net Banking,Shipped,2024-12-29,2024-12-31,
AMZ-16101,CUST-6862,Triya Lad,43,M,Bhind,Uttar Pradesh,138674,PID-8124,Rice,Groceries,Gour PLC,285.16,3,855.48,Cash on Delivery,Returned,2024-04-17,2024-04-24,
AMZ-96993,CUST-5675,Dayamai Ratti,38,F,Saharanpur,Manipur,261884,PID-9141,Washing Machine,Home Appliances,Mani Inc,14507.82,3,43523.46,Paytm,Delivered,2024-08-05,2024-08-07,4.0
AMZ-69015,CUST-2215,Jai Nanda,25,M,Ghaziabad,Odisha,856658,PID-2399,Moisturizer,Beauty & Personal Care,"Atwal, Chadha and Talwar",416.6,5,2083.0,UPI,Delivered,2024-05-10,2024-05-12,3.0
AMZ-33317,CUST-2408,Mohammed Pradhan,40,M,Junagadh,Punjab,711454,PID-8741,Moisturizer,Beauty & Personal Care,Basu-Ratta,233.65,2,467.3,Paytm,Returned,2023-03-12,2023-03-17,
AMZ-58147,CUST-6691,Krishna Majumdar,33,F,Tiruvottiyur,Telangana,557683,PID-4258,Perfume,Beauty & Personal Care,Ghose-Dubey,7834.79,4,31339.16,Paytm,Delivered,2024-05-13,2024-05-14,5.0
AMZ-67823,CUST-1880,Sanaya Ratta,32,F,Bilaspur,Chhattisgarh,035073,PID-6074,Notebook,Books & Stationery,"Prashad, Din and Babu",86.38,2,172.76,Credit Card,Delivered,2023-08-26,,2.0
AMZ-27271,CUST-8691,Jagdish Chahal,56,F,Mahbubnagar,Karnataka,353898,PID-2086,Smartphone,Electronics,Raj LLC,15589.51,4,62358.04,UPI,Delivered,2023-07-30,2023-08-06,4.0
AMZ-94485,CUST-8364,Bhavika Narayan,49,F,Jammu,Andhra Pradesh,726816,PID-5500,Saree,Fashion,Konda and Sons,2631.33,1,2631.33,Credit Card,Delivered,2023-12-16,2023-12-17,5.0
AMZ-77863,CUST-9105,Anamika Hayre,25,M,Guntur,Himachal Pradesh,741263,PID-9950,Geyser,Home Appliances,"Dua, Thaker and Master",10090.18,2,20180.36,Paytm,Processing,2023-01-25,2023-02-01,
AMZ-57650,CUST-9111,Simon Rajan,55,F,Bijapur,Andhra Pradesh,800224,PID-5346,Fiction Novel,Books & Stationery,Pillai-Chowdhury,621.2,4,2484.8,Net Banking,Delivered,2023-01-04,,3.0
AMZ-27383,CUST-2472,Bachittar Sahni,26,M,Jamalpur,Uttar Pradesh,797870,PID-2252,Fan,Home Appliances,Borra-Chandra,5589.43,2,11178.86,Credit Card,Delivered,2024-07-11,2024-07-18,4.0
AMZ-13773,CUST-8549,Arjun Bhardwaj,51,M,Chandigarh,Kerala,688340,PID-4578,Rice,Groceries,"Zachariah, Dyal and Salvi",632.3,2,1264.6,Cash on Delivery,Returned,2023-02-28,2023-03-06,
AMZ-89412,CUST-5239,Zinal Chacko,63,M,Khandwa,Himachal Pradesh,300889,PID-6231,Pen,Books & Stationery,Kurian-Hayer,111.46,1,111.46,Net Banking,Returned,2024-10-13,,
AMZ-69677,CUST-9333,Ansh Atwal,53,F,Gurgaon,Andhra Pradesh,099324,PID-8673,Milk,Groceries,Nagar and Sons,119.74,5,598.7,Debit Card,Processing,2023-08-15,,
AMZ-38845,CUST-7497,Nidra Modi,40,F,Dehradun,Tripura,346444,PID-9884,Atta,Groceries,Bala-Pandya,392.06,1,392.06,Debit Card,Cancelled,2023-11-24,2023-11-29,
AMZ-19996,CUST-6417,Hiral Pandey,20,M,Bidar,Haryana,372017,PID-7200,Headphones,Electronics,"Bala, Prasad and Om",7082.99,4,28331.96,UPI,Delivered,2024-05-23,2024-05-26,5.0
AMZ-52842,CUST-2317,Yashica Prashad,32,M,Jammu,Karnataka,205967,PID-7554,Saree,Fashion,"Sami, Sampath and Randhawa",960.18,5,4800.9,Paytm,Delivered,2024-02-18,2024-02-21,
AMZ-70282,CUST-6895,Chandresh Sinha,33,M,Aurangabad,Odisha,541092,PID-7714,Milk,Groceries,Chandra-Sangha,95.85,4,383.4,Debit Card,Returned,2024-01-12,,
AMZ-31444,CUST-6030,Gopal Sabharwal,38,F,Guna,Uttarakhand,174658,PID-5844,Milk,Groceries,Nair-Parsa,70.9,2,141.8,UPI,Processing,2024-12-05,,
AMZ-76021,CUST-3163,Indira Mutti,27,F,Rohtak,Telangana,794237,PID-6931,Face Wash,Beauty & Personal Care,Sarraf-Prakash,374.73,3,1124.19,Credit Card,Delivered,2023-01-14,,3.0
AMZ-74618,CUST-2418,Elijah Gaba,34,F,Sangli-Miraj & Kupwad,Karnataka,766547,PID-2815,Washing Machine,Home Appliances,"Bala, Kapoor and Batta",35689.56,1,35689.56,Cash on Delivery,Processing,2024-11-17,2024-11-18,
AMZ-20656,CUST-9635,Bhavika Reddy,49,F,Cuttack,Tripura,923101,PID-1352,Smartphone,Electronics,Radhakrishnan-Mohan,57968.08,3,173904.24,UPI,Delivered,2023-03-02,2023-03-08,4.0
AMZ-44334,CUST-8664,Indali Mitter,62,M,Khora ,Meghalaya,572779,PID-4622,Pen,Books & Stationery,Gopal LLC,99.46,1,99.46,UPI,Processing,2024-08-15,2024-08-21,
AMZ-60057,CUST-6701,Avi Lall,32,F,Arrah,Meghalaya,434931,PID-3318,Fiction Novel,Books & Stationery,Nagar-Bose,548.54,4,2194.16,Paytm,Delivered,2024-10-23,2024-10-25,
AMZ-59461,CUST-9263,Adya Dada,41,M,Sonipat,Mizoram,879946,PID-7912,Exam Guide,Books & Stationery,Subramaniam Group,292.01,1,292.01,Net Banking,Delivered,2023-01-18,2023-01-24,3.0
AMZ-26364,CUST-7491,Osha Bala,40,F,Tiruvottiyur,Odisha,355375,PID-7230,Notebook,Books & Stationery,Kashyap and Sons,32.79,5,163.95,UPI,Delivered,2023-01-10,2023-01-16,3.0
AMZ-61030,CUST-8498,Lila Soni,46,M,Tumkur,Andhra Pradesh,980588,PID-9469,Vegetables,Groceries,Rama Ltd,403.0,1,403.0,Credit Card,Delivered,2023-02-10,2023-02-12,4.0
AMZ-41813,CUST-1562,Zaitra Kala,45,F,Saharanpur,Nagaland,572400,PID-7274,Smartphone,Electronics,Kanda and Sons,25840.53,2,51681.06,UPI,Delivered,2024-08-08,,2.0
AMZ-16685,CUST-6608,Yahvi Das,36,F,Unnao,Uttarakhand,362250,PID-7009,Kurtis,Fashion,"Mand, Singhal and Khanna",3878.71,5,19393.55,Debit Card,Delivered,2024-07-06,2024-07-12,4.0
AMZ-44360,CUST-4430,Ekani Jaggi,32,F,Warangal,Meghalaya,658122,PID-9952,Fan,Home Appliances,Tank-Mahajan,6129.1,3,18387.3,UPI,Delivered,2023-12-20,2023-12-23,1.0
AMZ-26490,CUST-2297,Ishwar Natarajan,42,M,Saharsa,Haryana,685232,PID-8374,Laptop,Electronics,Kale-Bath,91696.84,2,183393.68,Net Banking,Returned,2024-12-01,,
AMZ-15087,CUST-7375,Sai Shanker,19,F,Panvel,Uttar Pradesh,592627,PID-1466,Exam Guide,Books & Stationery,"Sethi, Talwar and Subramaniam",831.88,2,1663.76,Credit Card,Delivered,2023-08-14,2023-08-18,3.0
AMZ-56764,CUST-2637,Sathvik Sood,45,M,Bhagalpur,Mizoram,701381,PID-6518,Perfume,Beauty & Personal Care,"Chanda, Mall and Edwin",5828.32,3,17484.96,Cash on Delivery,Processing,2023-11-23,2023-11-30,
AMZ-47367,CUST-4742,Reva Dutta,36,F,Mehsana,Punjab,988194,PID-5552,Kurtis,Fashion,Lala-Sha,1296.68,4,5186.72,Debit Card,Delivered,2024-04-23,2024-04-25,
AMZ-82751,CUST-4139,Raghav Verma,34,F,Katihar,Tamil Nadu,184432,PID-4970,Smartphone,Electronics,"Zacharia, Apte and Ramakrishnan",47836.04,2,95672.08,Paytm,Returned,2023-03-09,2023-03-11,
AMZ-29537,CUST-1877,Vasudha Dave,51,M,Imphal,Odisha,713866,PID-6379,Fiction Novel,Books & Stationery,Batra Group,693.44,5,3467.2,Debit Card,Returned,2023-10-24,2023-10-31,
AMZ-78440,CUST-7004,Eiravati Sami,43,M,Allahabad,Uttar Pradesh,570724,PID-9949,Washing Machine,Home Appliances,Dhingra-Bhattacharyya,20450.52,5,102252.6,UPI,Processing,2024-12-05,,
AMZ-34336,CUST-5593,Yuvraj Nagy,58,F,Cuttack,Uttar Pradesh,191520,PID-2887,Fiction Novel,Books & Stationery,Kata Ltd,751.45,2,1502.9,Debit Card,Delivered,2023-12-06,,3.0
AMZ-94860,CUST-8870,Rachana Natt,27,F,Bhalswa Jahangir Pur,Meghalaya,921953,PID-8692,Vegetables,Groceries,Narula-Patla,392.57,2,785.14,Net Banking,Processing,2023-04-08,2023-04-11,
AMZ-61876,CUST-7001,Advay Deep,59,F,Amaravati,Manipur,172269,PID-4330,Geyser,Home Appliances,Nagarajan and Sons,6230.95,1,6230.95,Paytm,Processing,2024-07-25,2024-07-26,
AMZ-52115,CUST-6411,Eta Mohan,28,M,Siliguri,Gujarat,900103,PID-5981,Lipstick,Beauty & Personal Care,Baral Ltd,466.39,1,466.39,Net Banking,Delivered,2023-02-26,2023-02-28,2.0
AMZ-87750,CUST-8516,Jackson Natarajan,64,F,Udaipur,Mizoram,568082,PID-2249,Moisturizer,Beauty & Personal Care,Nadkarni-Sundaram,167.92,2,335.84,Net Banking,Shipped,2023-11-08,2023-11-09,
AMZ-73563,CUST-5774,Jacob Dara,63,F,Ujjain,Haryana,109314,PID-9035,Kurtis,Fashion,"Bora, Divan and Palla",969.01,4,3876.04,Credit Card,Delivered,2023-09-03,2023-09-08,
AMZ-11681,CUST-5234,Yatan Chopra,59,F,Mau,Uttarakhand,908523,PID-9807,T-Shirt,Fashion,Basak-Tank,594.13,1,594.13,Debit Card,Delivered,2024-07-05,2024-07-08,2.0
AMZ-48303,CUST-9532,Charles Patla,19,F,Rajpur Sonarpur,Goa,337271,PID-4357,Face Wash,Beauty & Personal Care,Bal Inc,370.91,4,1483.64,Net Banking,Delivered,2023-10-02,,4.0
AMZ-43811,CUST-7571,Harinakshi Buch,61,M,Mau,Himachal Pradesh,765843,PID-8799,Fruits,Groceries,"Sant, Nagarajan and Chaudhry",350.16,3,1050.48,Paytm,Returned,2023-04-22,2023-04-29,
AMZ-11931,CUST-5393,Dev Bail,50,M,Jamnagar,Maharashtra,294601,PID-8802,Geyser,Home Appliances,Kannan and Sons,6263.57,2,12527.14,Debit Card,Returned,2024-12-19,2024-12-23,
AMZ-31401,CUST-1864,Ekansh Chahal,65,F,Kota,Telangana,069795,PID-3025,Refrigerator,Home Appliances,"Aggarwal, Patil and Basak",42445.95,4,169783.8,UPI,Delivered,2024-10-17,2024-10-22,5.0
AMZ-17870,CUST-6240,Elijah Chopra,58,F,Ranchi,Tamil Nadu,649196,PID-8453,Pen,Books & Stationery,Kota Ltd,91.91,1,91.91,Paytm,Delivered,2023-09-18,2023-09-21,1.0
AMZ-76354,CUST-3805,Rajata Bobal,34,F,Anantapur,Andhra Pradesh,919775,PID-7017,Diary,Books & Stationery,Ben Ltd,399.97,4,1599.88,UPI,Shipped,2024-06-09,,
AMZ-70779,CUST-3533,Rushil Nagar,36,M,Rampur,Tripura,660050,PID-6307,T-Shirt,Fashion,Gandhi-Sur,301.34,5,1506.7,UPI,Cancelled,2024-09-12,2024-09-18,
AMZ-11010,CUST-8287,Watika Parikh,24,F,Bally,Madhya Pradesh,071013,PID-7378,Fiction Novel,Books & Stationery,Krishna PLC,287.75,4,1151.0,Paytm,Delivered,2023-07-11,2023-07-18,1.0
AMZ-64539,CUST-4608,Aarini Vora,33,F,Jaipur,Meghalaya,432420,PID-6742,Headphones,Electronics,Dora-Deo,3313.12,1,3313.12,Debit Card,Delivered,2023-05-16,,1.0
AMZ-17494,CUST-5026,Yash Nayak,20,M,Muzaffarpur,Telangana,041953,PID-2806,Laptop,Electronics,Malhotra-Padmanabhan,63095.5,5,315477.5,Credit Card,Delivered,2023-10-20,2023-10-25,1.0
AMZ-47275,CUST-7535,Manya Dixit,39,M,Jaipur,Mizoram,079336,PID-2399,Refrigerator,Home Appliances,"Tank, Sabharwal and Barad",45788.94,1,45788.94,Paytm,Delivered,2024-12-05,2024-12-06,5.0
AMZ-13381,CUST-4442,Vasana Oommen,57,F,Madhyamgram,Himachal Pradesh,459460,PID-6155,Smartwatch,Electronics,"Chakraborty, Tank and Ravi",15679.31,2,31358.62,Credit Card,Cancelled,2024-06-09,2024-06-16,
AMZ-31700,CUST-6400,Unnati Bajaj,39,F,Bhind,Jharkhand,308614,PID-2681,Moisturizer,Beauty & Personal Care,Karnik-Patel,224.45,5,1122.25,Cash on Delivery,Processing,2024-03-11,2024-03-15,
AMZ-19615,CUST-6040,Dayamai Krishnan,60,F,Bardhaman,Uttarakhand,652919,PID-2678,Fiction Novel,Books & Stationery,"Nagy, Grewal and Cherian",230.52,3,691.56,UPI,Shipped,2024-12-11,2024-12-17,
AMZ-14955,CUST-2277,Hemal Arya,43,M,Sultan Pur Majra,West Bengal,757601,PID-1118,Notebook,Books & Stationery,Gulati-Ranganathan,52.05,1,52.05,Debit Card,Cancelled,2023-10-11,,
AMZ-23001,CUST-1803,Vansha Ganguly,53,M,Giridih,Tripura,083590,PID-5322,Exam Guide,Books & Stationery,Soni Group,666.79,5,3333.95,Debit Card,Delivered,2023-09-19,,1.0
AMZ-53908,CUST-4155,Garima Kannan,21,M,Aurangabad,Uttar Pradesh,541122,PID-7872,Laptop,Electronics,Kothari-Borra,36085.89,2,72171.78,Paytm,Shipped,2024-02-07,2024-02-13,
AMZ-48399,CUST-1293,Gayathri Pillai,19,F,Phusro,Tamil Nadu,519406,PID-3888,Lipstick,Beauty & Personal Care,"Dua, Kunda and Mohan",187.65,4,750.6,Net Banking,Delivered,2024-04-06,2024-04-07,4.0
AMZ-82703,CUST-6502,Warjas Deol,43,F,Tinsukia,Manipur,492547,PID-1495,Headphones,Electronics,Lalla-Wagle,540.47,4,2161.88,Cash on Delivery,Delivered,2023-09-19,2023-09-22,2.0
AMZ-43371,CUST-4681,Rushil Rout,26,M,Morena,Punjab,420416,PID-2672,Laptop,Electronics,"Rajagopalan, Ram and Kunda",28147.76,5,140738.8,Debit Card,Delivered,2023-06-03,2023-06-09,1.0
AMZ-83760,CUST-8608,Siddharth Varma,21,F,Hospet,Meghalaya,217820,PID-7499,Fiction Novel,Books & Stationery,"Malhotra, Parmer and Yohannan",102.1,5,510.5,Debit Card,Returned,2023-11-30,2023-12-01,
AMZ-58113,CUST-2735,Amol Varma,32,F,Phagwara,West Bengal,398242,PID-6573,Shampoo,Beauty & Personal Care,Ratta and Sons,463.1,1,463.1,Debit Card,Cancelled,2023-06-06,2023-06-09,
